hom_2_9 preservation%1:04:00:: economy%1:04:00::
hom_1719_13 unleash%2:35:02:: unleash%2:35:01::
hom_1720_15 conviction%1:04:00:: sentence%1:10:00::
hom_1726_13 remote_control%1:06:00:: outback%5:00:00:inaccessible:00
hom_1727_11 bit%1:06:01:: morsel%1:13:00::
hom_1729_10 table%1:14:01:: table%1:14:00::
hom_1732_12 fine%1:21:00:: ticket%2:41:00::
hom_1734_12 click%2:31:13:: dawn%2:30:00::
hom_1735_4 swell%1:17:00:: swell%1:11:00::
hom_1737_4 poach%2:33:00:: poach%2:30:00::
hom_1739_11 high%3:00:03:: high%1:15:00::
hom_1742_20 circulation%1:23:00:: circulation%1:10:00::
hom_1744_12 total%2:32:00:: summarize%2:42:00::
hom_1747_10 improbable%5:00:00:implausible:00 incredible%3:00:00::
hom_1748_19 skinny%1:10:00:: scraggy%5:00:00:thin:03
hom_1749_15 pepper%2:39:00:: pepper%2:33:00::
hom_1750_11 stop%1:04:00:: stop%2:38:00::
hom_1751_20 stone%2:35:00:: pit%2:30:00::
hom_1753_14 pointless%3:00:00:: otiose%5:00:00:worthless:00
hom_1755_4 pop%1:13:00:: pop_music%1:10:00::
hom_1756_14 giving%1:04:00:: give%2:40:01::
hom_1757_13 relish%1:13:00:: relish%1:09:00::
hom_1758_11 feed%2:34:01:: feed%2:34:03::
hom_1759_13 kernel%1:09:00:: core%1:17:01::
hom_1760_8 love%2:37:01:: love%2:37:00::
hom_1761_5 bar%1:06:09:: barroom%1:06:00::
hom_1763_16 puzzle%1:10:00:: puzzle%1:06:00::
hom_1764_17 system_of_weights%1:23:00:: weight_unit%1:23:00::
hom_1766_9 blaze%1:22:00:: blaze%2:32:00::
hom_1767_11 change%1:04:00:: change%1:06:00::
hom_1768_8 administer%2:29:00:: distribute%2:40:00::
hom_1770_10 hacker%1:18:01:: hack%1:18:00::
hom_1771_10 tease%1:04:00:: ribbing%1:06:00::
hom_1773_13 star%1:18:00:: star%1:17:01::
hom_1775_10 fault%1:11:00:: defect%1:26:00::
hom_1778_13 hang%2:41:00:: hang%2:38:03::
hom_1780_9 pile%1:06:02:: pile%1:06:03::
hom_1781_5 picture%2:36:00:: visualize%2:36:00::
hom_1782_16 follow%2:42:05:: watch%2:41:00::
hom_1783_9 draw%2:36:02:: draw%2:36:00::
hom_1785_5 adhere%2:35:00:: stick%2:35:08::
hom_1786_13 peck%2:35:01:: pluck%2:35:02::
hom_1787_9 step%2:35:00:: step%2:38:00::
hom_1790_10 beat%2:36:00:: outwit%2:33:00::
hom_1791_7 flop%1:18:00:: flop%1:11:00::
hom_1792_24 strike%1:04:01:: strike%1:04:00::
hom_1794_9 shorten%2:30:00:: shorten%2:30:09::
hom_1795_17 croak%1:10:00:: croak%2:32:01::
hom_1796_9 grave%1:06:00:: grave%1:28:00::
hom_1797_15 hedge%2:32:00:: fudge%2:41:00::
hom_1798_5 compose%2:36:03:: write%2:36:00::
hom_1799_8 volume%1:07:02:: volume%1:10:00::
hom_1801_7 chop%1:13:00:: chop%1:04:00::
hom_1803_15 dribble%2:35:10:: sink%2:38:01::
hom_1804_14 saw%2:35:00:: watch%2:39:05::
hom_1805_15 relax%2:29:01:: relax%2:29:00::
hom_1806_12 hit%2:35:01:: hit%2:38:02::
hom_1807_10 stripe%1:07:00:: streak%1:14:00::
hom_1808_9 separate%2:38:00:: separate%2:35:01::
hom_1809_6 petroleum%1:27:00:: crude%5:00:00:early:02
hom_1813_12 draft%1:13:00:: draft%1:10:00::
hom_1815_17 pinch%1:26:00:: pinch%1:26:01::
hom_1820_13 kickoff%1:04:00:: beginning%1:28:00::
hom_1821_10 fire%2:38:02:: burn%2:30:02::
hom_1822_17 concentration%1:04:01:: assiduity%1:07:00::
hom_1823_9 drive%1:04:03:: drive%1:04:00::
hom_1824_11 novel%1:10:00:: novel%1:06:00::
hom_1825_2 huddle%1:10:00:: huddle%1:14:00::
hom_1826_12 stone%1:20:00:: pit%1:06:02::
hom_1831_8 lave%2:30:01:: wash%2:29:00::
hom_1832_9 heart%1:08:00:: heart%1:06:00::
hom_1833_10 sage%1:13:00:: sage%1:18:00::
hom_1834_5 dead%5:00:00:insensitive:02 dead%5:00:00:inactive:03
hom_1835_8 sweeping%1:04:00:: swing%2:35:00::
hom_1836_11 kempt%5:00:00:groomed:00 tidy%2:30:00::
hom_1837_15 shot%1:06:03:: shot%1:04:08::
hom_1838_17 delicious%1:13:00:: delectable%5:00:00:tasty:00
hom_1840_16 tie%2:33:00:: tie%2:36:00::
hom_1843_12 occur%2:31:00:: come%2:38:00::
hom_1844_9 mistake%1:04:00:: fault%1:07:01::
hom_1848_13 mental_picture%1:09:00:: photograph%1:06:00::
hom_1849_7 blow%2:30:08:: blow%2:29:01::
hom_1851_9 croak%2:32:01:: murmur%2:32:01::
hom_1852_9 snap%2:38:01:: snap%2:30:01::
hom_1853_13 dive%1:04:01:: dive%1:04:00::
hom_1854_3 happen%2:30:00:: guide%2:35:00::
hom_1855_4 smother%2:35:01:: suppress%2:31:00::
hom_1856_7 dictate%2:31:00:: dictate%2:41:00::
hom_1858_7 beat%1:15:00:: beatnik%1:18:00::
hom_1860_11 pull%2:35:00:: draw%2:38:01::
hom_1862_20 service%1:04:06:: service%1:04:08::
hom_1863_8 score%1:04:00:: score%1:23:00::
hom_1866_9 blow%1:04:02:: shock%1:11:01::
hom_1870_11 back%2:40:00:: back%2:30:01::
hom_1871_13 fledgling%1:05:00:: fledgling%5:00:00:fledged:00
hom_1872_9 joint%2:40:00:: joint%1:06:01::
hom_1873_24 cell%1:03:00:: cell%1:06:01::
hom_1875_13 decimal_point%1:10:00:: period%1:10:00::
hom_1877_14 earned_run_average%1:10:00:: era%1:28:01::
hom_1878_16 shock%2:37:01:: shock%2:29:01::
hom_1880_10 hole%1:06:01:: hole%1:17:02::
hom_1883_13 bill%1:10:06:: beak%1:05:00::
hom_1884_19 drag%1:04:00:: drag%1:09:00::
hom_1885_13 block%1:06:00:: pulley%1:06:00::
hom_1886_13 sports_fan%1:18:00:: fan%1:06:00::
hom_1891_9 magnetic%3:00:01:: magnetic%3:01:00::
hom_1892_8 core%1:14:00:: nucleus%1:17:00::
hom_1894_17 lurid%5:00:00:sensational:00 shock%2:29:01::
hom_1903_9 loop%1:06:00:: closed_circuit%1:06:00::
hom_1905_14 conviction%1:04:00:: conviction%1:09:00::
hom_1906_8 keel%1:25:00:: stagger%2:38:00::
hom_1907_14 run_low%2:34:00:: move%2:33:00::
hom_1913_13 form%1:10:01:: phase%1:26:00::
hom_1915_6 grow%2:30:01:: develop%2:30:10::
hom_1917_11 hang%2:41:00:: hang%2:35:03::
hom_1918_17 manual_of_arms%1:04:00:: manual%1:10:00::
hom_1921_24 farce%2:30:00:: gorge%2:34:00::
hom_1922_9 press%2:36:01:: iron%2:35:00::
hom_1923_13 fit%1:07:00:: fit%1:26:01::
hom_1924_19 cut%1:04:01:: cut%1:26:00::
hom_1925_12 ring%1:06:03:: ring%1:11:00::
hom_1926_8 loudspeaker%1:06:00:: speaker%1:18:00::
hom_1927_11 peak%1:15:00:: acme%1:26:00::
hom_1928_3 fall%2:30:15:: fall%2:30:13::
hom_1929_12 roll%2:30:10:: roll%2:30:06::
hom_1930_3 blow%2:43:00:: blow%2:30:08::
hom_1932_14 footfall%1:11:00:: stairs%1:06:00::
hom_1933_9 unsavory%3:00:00:: offensive%3:00:03::
hom_1934_16 breastfeed%2:34:00:: suck%2:38:00::
hom_1936_12 key%1:09:00:: key%1:06:00::
hom_1938_5 touch%1:07:01:: touch%1:11:00::
hom_1940_14 spin%1:04:03:: spin%1:11:00::
hom_1941_9 reaction%1:19:01:: reaction%1:09:00::
hom_1942_9 wind%2:35:00:: hoist%2:35:00::
hom_1943_4 apartment%1:06:00:: compressed%5:00:00:thin:01
hom_1944_11 find%2:40:00:: recover%2:40:00::
hom_1945_10 standing%1:04:00:: standing%1:10:00::
hom_1946_19 derived_function%1:09:00:: derivative%1:10:00::
hom_1947_15 indignant%5:00:00:angry:00 cense%2:39:00::
hom_1948_11 flame%2:43:00:: flare%2:43:01::
hom_1951_16 count%1:23:00:: count%1:18:00::
hom_1952_17 space%1:10:00:: outer_space%1:15:00::
hom_1954_22 watch%2:39:05:: see%2:39:05::
hom_1955_16 breeze%1:19:00:: cinch%1:04:01::
hom_1957_11 address%1:10:04:: address%1:10:02::
hom_1958_9 rifle%1:06:00:: rifle%2:35:13::
hom_1960_6 twist%1:04:00:: kink%1:25:00::
hom_1963_10 react%2:30:00:: react%2:31:00::
hom_1964_8 apartment%1:06:00:: flat%1:06:01::
hom_1965_20 cover%2:35:00:: cover%2:41:10::
hom_1968_14 brush%2:38:00:: sweep%2:35:00::
hom_1969_10 pull%1:19:00:: pull%1:06:01::
hom_1970_5 board%1:06:05:: board%1:14:00::
hom_1971_9 wind%2:35:06:: wrap%2:35:03::
hom_1972_13 point%1:10:01:: compass_point%1:24:00::
hom_1976_14 litter%2:29:00:: litter%2:35:00::
hom_1977_10 exhaust%2:29:02:: run_down%2:40:00::
hom_1979_8 elapse%2:38:00:: guide%2:35:00::
hom_1980_8 attractive%3:00:01:: attractive%3:00:02::
hom_1982_12 prime%1:23:00:: prime%5:00:01:first:00
hom_1985_5 torso%1:08:00:: body%1:08:00::
hom_1987_9 mugging%1:04:00:: mug%2:40:00::
hom_1988_14 plaster%2:35:02:: plaster%2:35:00::
hom_1990_3 kick%2:38:01:: kick%2:38:00::
hom_1991_16 point%1:10:02:: point%1:06:02::
hom_1992_5 world_wide_web%1:06:00:: web%1:17:00::
hom_1994_11 turn%1:04:01:: turn%1:04:02::
hom_1996_6 ignite%2:43:00:: erupt%2:43:00::
hom_1999_7 beat%2:36:00:: outwit%2:33:00::
hom_2002_5 phone_number%1:10:00:: numeral%1:10:00::
hom_2004_10 motion%1:10:01:: apparent_motion%1:19:00::
hom_2005_7 wash%2:42:00:: lave%2:30:01::
hom_2009_17 plant%1:18:00:: plant%1:09:00::
hom_2010_11 crusade%2:41:10:: agitate%2:41:00::
hom_2011_15 nail%2:35:00:: smash%2:35:00::
hom_2015_8 phone%1:10:00:: sound%2:39:03::
hom_2016_10 mint%1:13:00:: mint%1:13:01::
hom_2017_11 cabinet%1:06:00:: cabinet%1:06:02::
hom_2018_16 berth%1:06:00:: bunk%1:06:01::
hom_2019_13 shot%1:06:03:: shot%1:26:00::
hom_2021_3 electrify%2:37:00:: electrify%2:30:00::
hom_2023_18 reduce%2:30:00:: geld%2:29:00::
hom_2025_11 scoop%1:23:00:: scoop%1:06:01::
hom_2028_6 overcast%2:43:00:: cloud%2:37:00::
hom_2029_15 milk%2:30:01:: milk%2:30:00::
hom_2030_9 digit%1:23:00:: figure%1:25:00::
hom_2032_14 dead%1:14:00:: dead%1:28:00::
hom_2033_22 scotch%1:13:00:: score%1:25:00::
hom_2034_12 foot%1:18:00:: foot%1:23:00::
hom_2036_14 cut%1:26:00:: cut%1:04:01::
hom_2037_6 plunge%2:31:01:: steep%2:31:00::
hom_2038_2 stand%2:31:01:: stand%2:35:01::
hom_2039_21 argument%1:09:00:: argumentation%1:09:00::
hom_2044_7 suit%1:18:00:: lawsuit%1:04:00::
hom_2045_4 fiddle%2:36:00:: tamper%2:35:12::
hom_2048_16 blossom%2:30:00:: bloom%2:30:00::
hom_2050_13 tax%2:40:00:: tax%2:40:01::
hom_2051_12 liquor%1:13:00:: emotional_state%1:26:00::
hom_2052_8 deed%1:10:00:: works%1:04:00::
hom_2053_1 security%1:12:00:: security%1:21:01::
hom_2055_9 spot%2:30:01:: descry%2:39:00::
hom_2057_19 stall%2:30:00:: stall%2:41:00::
hom_2058_11 heady%5:00:00:exciting:00 intoxicate%2:29:00::
hom_2060_17 policy%1:10:02:: policy%1:10:00::
hom_2061_17 sail%1:06:00:: sheet%1:10:00::
hom_2062_8 break%2:30:12:: break%2:32:07::
hom_2064_11 blowout%1:11:00:: runaway%1:11:00::
hom_2065_10 bluster%2:43:00:: swagger%2:29:00::
hom_2066_13 momentum%1:07:00:: momentum%1:07:01::
hom_2069_12 quiver%2:38:00:: pulsate%2:38:01::
hom_2071_13 hit%2:35:01:: hit%2:33:03::
hom_2072_9 fishy%3:01:00:: fishy%5:00:00:questionable:00
hom_2073_21 round%2:32:00:: round%2:38:00::
hom_2076_12 stroke%1:10:01:: stroke%1:04:00::
hom_2077_14 trifle%1:13:00:: triviality%1:06:00::
hom_2079_8 bluff%2:32:00:: bluff%2:33:00::
hom_2081_14 spot%1:07:01:: spotlight%1:06:00::
hom_2083_11 inflation%1:22:00:: ostentation%1:07:01::
hom_2084_6 smell%2:39:01:: smell%2:39:02::
hom_2085_14 crystalline%5:00:00:clear:02 guileless%5:00:00:straight:04
hom_2087_10 electric_resistance%1:19:00:: resistor%1:06:00::
hom_2088_18 short%5:00:00:breakable:00 light%5:00:00:insufficient:00
hom_2089_15 proboscis%1:05:00:: trunk%1:20:00::
hom_2092_3 jump%2:38:01:: jump%2:38:11::
hom_2093_9 scat%2:38:00:: run%2:38:05::
hom_2096_18 reception%1:14:00:: reception%1:04:03::
hom_2099_9 marble%1:06:00:: marble%1:06:01::
hom_2102_5 denomination%1:14:00:: denomination%1:14:01::
hom_2103_14 rule%1:06:00:: ruler%1:18:00::
hom_2104_9 erase%2:35:00:: erase%2:32:00::
hom_2106_8 pine%1:20:02:: pine%1:20:00::
hom_2107_11 needle%2:32:00:: needle%2:35:00::
hom_2108_9 blue%1:07:00:: blue_sky%1:17:00::
hom_2111_15 fortune%1:26:00:: lot%1:18:00::
hom_2114_17 mull%2:39:00:: chew_over%2:31:00::
hom_2116_19 jogging%1:04:00:: jog%2:38:00::
hom_2117_7 hang%2:41:00:: hang%2:35:03::
hom_2119_7 playing_period%1:28:00:: gambling%1:04:00::
hom_2120_18 change%1:06:01:: change%1:04:00::
hom_2122_7 check%2:33:00:: check%2:32:07::
hom_2124_13 expect%2:31:01:: look%2:39:01::
hom_2125_13 pin%1:06:06:: pin%1:06:00::
hom_2126_13 scale%1:24:01:: scale%1:06:02::
hom_2127_10 weather%1:19:00:: weather%2:30:00::
hom_2129_14 red%1:07:00:: loss%1:21:00::
hom_2133_10 system_of_weights%1:23:00:: weight_unit%1:23:00::
hom_2135_12 root%2:30:00:: root%2:30:01::
hom_2136_19 stage%2:36:00:: denounce%2:32:01::
hom_2138_13 tick%1:05:00:: check_mark%1:10:00::
hom_2139_11 trailer%1:06:00:: preview%1:10:01::
hom_2140_17 dirty%3:00:01:: dirty%3:00:02::
hom_2141_10 accounting%1:21:01:: accountancy%1:04:00::
hom_2142_7 gear%2:30:00:: geared%3:00:00::
hom_2143_1 dwelling%1:06:00:: family%1:14:02::
hom_2144_8 load%2:35:01:: load%2:30:12::
hom_2147_4 wire%2:40:00:: electrify%2:30:00::
hom_2150_1 pick%2:30:00:: nibble%2:34:01::
hom_2152_11 dribble%1:04:00:: drivel%2:29:00::
hom_2155_10 class%1:14:04:: class%1:14:03::
hom_2157_6 watch%2:39:05:: see%2:39:05::
hom_2158_11 degree%1:23:03:: degree%1:07:00::
hom_2159_19 pick%2:35:01:: foot%2:40:00::
hom_2160_13 rhythm%1:10:01:: beat%1:04:00::
hom_2161_10 part%1:09:00:: part%1:08:01::
hom_2163_14 underground%4:02:00:: underground%4:02:01::
hom_2165_11 shock%1:11:01:: reverse%1:11:01::
hom_2166_9 cement%2:35:01:: cement%2:35:02::
hom_2169_14 fast%2:34:00:: fast%4:02:01::
hom_2170_11 rock%2:38:06:: rock%2:38:00::
hom_2173_12 goal%1:06:00:: goal%1:04:00::
hom_2175_11 wavelength%1:07:00:: wavelength%1:09:00::
hom_2176_10 brace%2:35:01:: stimulate%2:29:00::
hom_2177_4 point%1:10:02:: point%1:06:00::
hom_2178_10 warrant%2:32:00:: guarantee%2:32:02::
hom_2179_10 screw%2:35:03:: screw%2:35:01::
hom_2180_12 goal%1:06:00:: goal%1:04:00::
hom_2181_18 catch%1:17:00:: catch%1:23:00::
hom_2183_10 grapevine%1:10:00:: grape%1:20:00::
hom_2185_13 shady%5:00:00:shaded:01 shady%5:00:00:dishonest:00
hom_2186_16 folderol%1:10:00:: rubbish%1:27:00::
hom_2187_4 stairs%1:06:00:: footfall%1:11:00::
hom_2192_11 cushion%2:35:00:: cushion%1:06:00::
hom_2200_9 carnival%1:04:01:: bazaar%1:04:00::
hom_2202_11 open_fire%2:33:00:: fire%2:38:02::
hom_2204_8 plaster%2:35:10:: plaster%2:35:11::
hom_2208_10 adhere%2:35:00:: cling%2:35:00::
hom_2209_3 buoyant%5:00:00:light:01 buoyant%5:00:00:cheerful:00
hom_2210_12 takeoff%1:04:00:: takeoff%1:11:00::
hom_2212_22 well%4:02:14:: well%1:06:00::
hom_2214_4 bounce%2:38:00:: spring%2:29:00::
hom_2216_6 twist%1:04:03:: turn%1:04:02::
hom_2217_15 venture%2:41:01:: venture%2:41:00::
hom_2220_3 feel%2:42:00:: feel%2:39:10::
hom_2222_4 scene%1:10:01:: shot%1:26:00::
hom_2227_9 crochet%2:36:00:: addict%2:34:00::
hom_2228_19 bank%1:17:01:: depository_financial_institution%1:14:00::
hom_2229_5 credit%1:21:01:: credit%1:21:02::
hom_2231_12 status%1:26:00:: situation%1:26:01::
hom_2233_6 fall%1:28:00:: fall%1:11:01::
hom_2235_13 bounce%2:35:03:: bounce%2:40:00::
hom_2236_3 footfall%1:11:00:: stairs%1:06:00::
hom_2237_11 instrumental%3:01:00:: implemental%5:00:00:helpful:00
hom_2238_9 legend%1:10:01:: caption%1:10:00::
hom_2239_9 high%4:02:00:: high%4:02:02::
hom_2240_20 chew%1:13:00:: chew%1:04:00::
hom_2241_12 time%1:28:06:: clock_time%1:28:00::
hom_2242_8 degree%1:23:03:: academic_degree%1:10:00::
hom_2244_9 waste%2:38:00:: waste%2:40:00::
hom_2245_10 battery%1:06:00:: battery%1:14:01::
hom_2248_8 act%2:36:00:: play%2:36:12::
hom_2249_13 bright%5:00:00:light:06 bright%5:00:00:intelligent:00
hom_2250_8 cripple%2:29:00:: feeble%5:00:02:weak:00
