hom_2_9	saving%1:04:00::	saving%1:04:02::
hom_1750_11	stop%1:06:03::	stop%1:11:00::
hom_1751_20	stone%2:35:00::	stone%2:30:00::
hom_1753_14	pointless%3:00:00::	pointless%3:00:00:worthless:00
hom_1755_4	pop%1:10:00::	pop%1:13:00::
hom_1756_14	gift%1:21:00::	gift%1:04:00::
hom_1757_13	relish%1:13:00::	relish%1:12:02::
hom_1758_11	feed%2:34:01::	feed%2:34:00::
hom_1759_13	core%1:15:00::	core%1:15:00::
hom_1760_8	love%2:37:00::	love%2:35:00::
hom_1761_5	bar%1:10:00::	bar%1:06:05::
hom_1763_16	puzzle%1:10:00::	puzzle%1:06:00::
hom_1764_17	weight%1:06:01::	weight%1:06:00::
hom_1766_9	blaze%1:11:00::	blaze%1:22:00::
hom_1767_11	change%1:04:00::	change%1:11:00::
hom_1768_8	dispense%2:29:00::	dispense%2:41:00::
hom_1770_10	hacker%1:18:01::	hacker%1:18:00::
hom_1771_10	ribbing%1:04:00::	ribbing%1:06:00::
hom_1773_13	star%1:17:00::	star%1:18:00::
hom_1775_10	fault%1:17:00::	fault%1:04:01::
hom_1778_13	hang%2:36:00::	hang%2:35:00::
hom_1780_9	pile%1:14:00::	pile%1:06:02::
hom_1781_5	picture%2:36:01::	picture%2:36:00::
hom_1782_16	follow%2:38:13::	follow%2:38:00::
hom_1783_9	draw%2:36:00::	draw%2:38:00::
hom_1785_5	stick%2:35:01::	stick%2:35:03::
hom_1786_13	pick%2:40:00::	pick%2:35:05::
hom_1787_9	step%2:38:00::	step%2:38:01::
hom_1791_7	flop%1:11:00::	flop%1:22:00::
hom_1792_24	strike%1:04:00::	strike%1:04:02::
hom_1794_9	shorten%2:30:02::	shorten%2:30:01::
hom_1795_17	croak%1:10:00::	croak%1:10:00::
hom_1796_9	grave%3:00:00:serious:00	grave%3:00:00:important:00
hom_1797_15	fudge%2:41:00::	fudge%2:32:00::
hom_1798_5	compose%2:36:01::	compose%2:36:03::
hom_1799_8	volume%1:07:02::	volume%1:10:00::
hom_1801_7	chop%1:13:00::	chop%1:04:00::
hom_1803_15	drop%2:29:01::	drop%2:38:01::
hom_1804_14	see%2:31:03::	saw%2:35:00::
hom_1805_15	unwind%2:35:06::	unwind%2:35:00::
hom_1806_12	hit%2:35:00::	hit%2:35:01::
hom_1807_10	streak%1:07:00::	streak%1:14:00::
hom_1808_9	part%2:38:00::	part%2:35:01::
hom_1809_6	crude%3:00:00:early:02	crude%3:00:00:indecent:00
hom_1813_12	draft%1:13:00::	draft%1:10:00::
hom_1815_17	pinch%1:11:01::	pinch%1:26:01::
hom_1820_13	kickoff%1:04:00::	kickoff%1:11:00::
hom_1821_10	fire%2:33:00::	fire%2:33:01::
hom_1822_17	concentration%1:07:01::	concentration%1:07:02::
hom_1823_9	drive%1:04:00::	drive%1:04:03::
hom_1824_11	novel%3:00:00:new:00	novel%3:00:00:original:00
hom_1825_2	huddle%1:14:00::	huddle%1:10:00::
hom_1826_12	pit%1:20:00::	pit%1:17:00::
hom_1831_8	wash%2:35:00::	wash%2:29:00::
hom_1832_9	heart%1:15:00::	heart%1:06:00::
hom_1833_10	sage%1:13:00::	sage%1:18:00::
hom_1834_5	dead%3:00:01::	dead%3:00:00:insensitive:02
hom_1835_8	sweeping%3:00:00:wide:00	sweeping%3:00:00:indiscriminate:00
hom_1836_11	tidy%3:00:00:considerable:00	tidy%3:00:00:groomed:00
hom_1837_15	shot%1:18:00::	shot%1:04:08::
hom_1838_17	delicious%3:00:00:tasty:00	delicious%3:00:00:pleasing:00
hom_1840_16	tie%2:35:00::	tie%2:35:01::
hom_1843_12	come%2:38:00::	come%2:30:03::
hom_1844_9	fault%1:04:01::	fault%1:07:01::
hom_1848_13	picture%1:06:02::	picture%1:10:02::
hom_1849_7	blow%2:29:00::	blow%2:43:00::
hom_1851_9	croak%2:32:00::	croak%2:32:01::
hom_1852_9	snap%2:32:01::	snap%2:35:03::
hom_1853_13	dive%1:04:01::	dive%1:04:00::
hom_1854_3	pass%2:30:11::	pass%2:38:00::
hom_1855_4	repress%2:31:00::	repress%2:35:00::
hom_1856_7	dictate%2:31:00::	dictate%2:41:00::
hom_1858_7	beat%1:15:00::	beat%1:10:00::
hom_1860_11	pull%2:35:00::	hypodermis%1:05:00::
hom_1862_20	service%1:04:01::	service%1:04:08::
hom_1863_8	score%1:23:00::	score%1:04:00::
hom_1866_9	blow%1:11:02::	blow%1:11:00::
hom_1870_11	back%2:41:01::	back%2:38:00::
hom_1871_13	fledgling%3:00:00:fledged:00	fledgling%3:00:00:inexperienced:00
hom_1872_9	joint%3:00:00:multilateral:00	joint%3:00:00::
hom_1873_24	cell%1:03:00::	cell%1:06:00::
hom_1875_13	point%1:26:00::	point%1:28:00::
hom_1877_14	era%1:28:00::	era%1:28:01::
hom_1878_16	shock%2:37:02::	shock%2:37:01::
hom_1880_10	hole%1:06:00::	hole%1:17:01::
hom_1883_13	bill%1:05:00::	bill%1:10:06::
hom_1884_19	drag%1:04:02::	drag%1:04:00::
hom_1885_13	block%1:25:01::	block%1:04:00::
hom_1886_13	fan%1:06:00::	fan%1:18:01::
hom_1888_13	mug%2:40:00::	mug%2:40:00::
hom_1891_9	magnetic%3:00:01::	magnetic%3:00:00:attractive:01
hom_1892_8	nucleus%1:14:00::	nucleus%1:08:00::
hom_1894_17	shocking%3:00:00:sensational:00	shocking%3:00:00:immoral:00
hom_1903_9	loop%1:06:01::	loop%1:25:00::
hom_1905_14	conviction%1:09:00::	conviction%1:04:00::
hom_1906_8	keel%2:38:00::	keel%2:38:00::
hom_1907_14	go%2:38:00::	go%2:30:00::
hom_1913_13	form%1:10:01::	form%1:09:01::
hom_1915_6	grow%2:36:00::	grow%2:30:02::
hom_1917_11	hang%2:41:00::	hang%2:35:00::
hom_1918_17	manual%1:10:00::	manual%1:04:00::
hom_1921_24	stuff%2:34:00::	stuff%2:35:00::
hom_1922_9	press%2:35:01::	press%2:35:00::
hom_1923_13	fit%1:07:00::	fit%1:04:00::
hom_1924_19	cut%1:04:03::	cut%1:04:00::
hom_1925_12	ring%1:06:00::	ring%1:06:03::
hom_1926_8	speaker%1:06:00::	speaker%1:18:00::
hom_1928_3	fall%2:38:00::	fall%2:38:03::
hom_1929_12	roll%2:35:05::	roll%2:35:00::
hom_1930_3	blow%2:39:00::	blow%2:39:08::
hom_1932_14	step%1:06:00::	step%1:04:02::
hom_1933_9	offensive%3:00:04::	offensive%3:00:03::
hom_1934_16	suck%2:34:04::	suck%2:43:00::
hom_1936_12	key%3:00:00:important:00	key%3:00:00:important:00
hom_1938_5	touch%1:04:00::	touch%1:07:01::
hom_1940_14	spin%1:11:00::	spin%1:04:00::
hom_1941_9	reaction%1:22:00::	reaction%1:04:00::
hom_1942_9	wind%2:38:00::	wind%2:35:06::
hom_1943_4	flat%3:00:00:thin:01	flat%3:00:00:planar:00
hom_1944_11	find%2:32:01::	find%2:39:02::
hom_1945_10	standing%1:04:00::	standing%1:26:00::
hom_1946_19	derivative%3:00:00:derived:00	derivative%3:00:00:derived:00
hom_1947_15	incensed%3:00:00:angry:00	incensed%3:00:00:angry:00
hom_1948_11	flame%2:43:01::	flame%2:43:00::
hom_1951_16	count%1:18:00::	count%1:04:00::
hom_1952_17	space%1:03:00::	space%1:25:00::
hom_1954_22	see%2:39:00::	see%2:39:03::
hom_1955_16	breeze%1:04:00::	breeze%1:19:00::
hom_1957_11	address%1:10:04::	address%1:15:00::
hom_1958_9	rifle%1:06:00::	rifle%1:06:00::
hom_1960_6	twist%1:08:00::	twist%1:04:03::
hom_1963_10	react%2:30:00::	react%2:31:00::
hom_1964_8	flat%1:06:00::	flat%1:17:00::
hom_1965_20	cover%2:35:01::	cover%2:35:00::
hom_1968_14	sweep%2:35:01::	sweep%2:35:00::
hom_1969_10	pull%1:26:00::	pull%1:04:00::
hom_1970_5	board%1:27:00::	board%1:14:00::
hom_1971_9	wrap%2:35:02::	wrap%2:35:00::
hom_1972_13	point%1:06:00::	point%1:15:00::
hom_1977_10	exhaust%2:34:00::	exhaust%2:29:00::
hom_1979_8	pass%2:30:11::	pass%2:38:00::
hom_1980_8	attractive%3:00:02::	attractive%3:00:00:appealing:00
hom_1982_12	prime%3:00:02:first:00	prime%3:00:01:first:00
hom_1985_5	body%1:07:00::	body%1:17:00::
hom_1987_9	mugging%1:04:00::	mugging%1:04:00::
hom_1988_14	plaster%2:29:00::	plaster%2:35:00::
hom_1990_3	kick%2:35:00::	kick%2:35:08::
hom_1991_16	point%1:06:00::	point%1:15:00::
hom_1992_5	web%1:17:00::	web%1:06:00::
hom_1994_11	turn%1:04:01::	forgivingly%4:02:00::
hom_1995_7	hound%2:38:00::	hound%2:38:00::
hom_1996_6	ignite%2:43:00::	ignite%2:43:01::
hom_2002_5	number%1:10:01::	number%1:07:00::
hom_2004_10	motion%1:11:00::	motion%1:26:00::
hom_2005_7	wash%2:35:00::	wash%2:29:00::
hom_2009_17	plant%1:03:00::	plant%1:06:01::
hom_2010_11	agitate%2:38:01::	agitate%2:35:00::
hom_2011_15	nail%2:35:02::	nail%2:35:00::
hom_2015_8	sound%3:00:00:reasonable:00	sound%3:00:01::
hom_2016_10	mint%1:13:00::	mint%1:20:00::
hom_2017_11	cabinet%1:06:00::	cabinet%1:14:00::
hom_2018_16	bunk%1:06:01::	bunk%1:06:02::
hom_2019_13	shot%1:04:08::	shot%1:04:00::
hom_2021_3	electrify%2:30:01::	electrify%2:30:00::
hom_2023_18	cut%2:35:00::	cut%2:30:06::
hom_2025_11	scoop%1:10:00::	scoop%1:06:01::
hom_2028_6	cloud%2:43:00::	cloud%2:38:00::
hom_2029_15	milk%2:30:00::	milk%2:34:00::
hom_2030_9	figure%1:06:00::	figure%1:10:01::
hom_2032_14	dead%1:14:00::	dead%1:28:00::
hom_2033_22	scotch%1:13:00::	scotch%1:25:00::
hom_2034_12	foot%1:14:00::	foot%1:05:01::
hom_2036_14	cut%1:13:00::	cut%1:04:02::
hom_2037_6	immerse%2:35:00::	immerse%2:31:00::
hom_2038_2	stand%2:35:00::	stand%2:42:00::
hom_2039_21	argument%1:10:02::	argument%1:10:00::
hom_2044_7	suit%1:06:00::	suit%1:04:00::
hom_2045_4	fiddle%2:36:00::	fiddle%2:35:00::
hom_2048_16	blossom%2:30:01::	blossom%2:30:00::
hom_2050_13	taxing%3:00:00:heavy:02	taxing%3:00:00:heavy:02
hom_2051_12	spirit%1:18:00::	spirit%1:07:02::
hom_2052_8	deed%1:10:00::	deed%1:03:00::
hom_2053_1	security%1:26:00::	security%1:04:00::
hom_2055_9	spot%2:30:00::	spot%2:30:01::
hom_2057_19	stall%2:41:00::	stall%2:38:02::
hom_2058_11	intoxicating%3:00:00:exciting:00	intoxicating%3:00:00:alcoholic:00
hom_2060_17	policy%1:10:02::	policy%1:10:00::
hom_2061_17	sheet%1:10:00::	sheet%1:06:03::
hom_2062_8	break%2:38:11::	break%2:32:00::
hom_2065_10	bluster%2:43:00::	bluster%2:29:00::
hom_2066_13	momentum%1:07:01::	momentum%1:07:00::
hom_2069_12	quiver%2:38:00::	quiver%2:38:04::
hom_2071_13	hit%2:38:07::	hit%2:35:03::
hom_2072_9	fishy%3:00:00:questionable:00	fishy%3:00:00:questionable:00
hom_2073_21	round%2:32:11::	round%2:30:00::
hom_2076_12	stroke%1:04:01::	stroke%1:04:03::
hom_2079_8	bluff%2:32:00::	bluff%2:33:00::
hom_2081_14	spot%1:07:00::	spot%1:15:01::
hom_2083_11	inflation%1:22:00::	inflation%1:11:00::
hom_2084_6	smelt%2:36:00::	smell%2:39:01::
hom_2085_14	transparent%3:00:00:obvious:00	transparent%3:00:00:straight:04
hom_2087_10	resistance%1:04:02::	resistance%1:19:00::
hom_2088_18	short%3:00:02:insufficient:00	short%3:00:01::
hom_2089_15	trunk%1:05:01::	trunk%1:06:00::
hom_2092_3	jump%2:38:01::	jump%2:38:00::
hom_2093_9	run%2:38:00::	run%2:38:05::
hom_2096_18	reception%1:14:00::	reception%1:04:03::
hom_2099_9	marble%1:06:00::	marble%1:06:01::
hom_2100_12	moonlight%2:41:00::	moonlight%2:41:00::
hom_2102_5	denomination%1:14:00::	denomination%1:10:00::
hom_2103_14	ruler%1:06:00::	ruler%1:18:00::
hom_2104_9	erase%2:30:00::	erase%2:35:00::
hom_2106_8	pine%2:37:00::	pine%2:37:00::
hom_2107_11	needle%2:35:00::	needle%2:32:00::
hom_2108_9	blue%1:17:00::	blue%1:07:00::
hom_2111_15	lot%1:14:01::	lot%1:15:00::
hom_2114_17	mull%2:39:00::	electrosurgery%1:04:00::
hom_2116_19	jogging%1:04:00::	jogging%1:04:00::
hom_2117_7	hang%2:41:00::	hang%2:35:00::
hom_2119_7	forgivingly%4:02:00::	play%1:10:01::
hom_2120_18	change%1:11:00::	change%1:04:00::
hom_2122_7	check%2:41:08::	check%2:31:02::
hom_2124_13	look%2:39:00::	look%2:31:00::
hom_2125_13	pin%1:06:04::	pin%1:06:00::
hom_2126_13	scale%1:05:00::	scale%1:24:01::
hom_2127_10	weather%1:19:00::	weather%1:19:00::
hom_2129_14	red%1:18:00::	red%1:07:00::
hom_2133_10	weight%1:06:00::	weight%1:07:00::
hom_2135_12	root%2:35:04::	root%2:30:01::
hom_2136_19	stag%2:32:09::	stag%2:41:00::
hom_2138_13	tick%1:05:00::	tick%1:06:00::
hom_2139_11	trailer%1:10:00::	trailer%1:06:01::
hom_2140_17	dirty%3:00:01::	dirty%3:00:00:impure:02
hom_2141_10	accounting%1:21:01::	accounting%1:09:00::
hom_2142_7	gear%2:30:00::	gear%2:30:00::
hom_2143_1	home%1:15:02::	home%1:06:00::
hom_2144_8	load%2:35:02::	load%2:35:01::
hom_2147_4	wire%2:35:01::	wire%2:35:00::
hom_2150_1	pick%2:31:00::	pick%2:34:00::
hom_2152_11	dribbling%1:04:00::	dribbling%1:04:00::
hom_2155_10	class%1:14:04::	class%1:14:03::
hom_2157_6	see%2:31:13::	see%2:39:00::
hom_2158_11	degree%1:09:00::	degree%1:23:03::
hom_2159_19	pick%2:35:05::	pick%2:31:00::
hom_2160_13	beat%1:10:00::	beat%1:10:02::
hom_2161_10	part%1:06:00::	part%1:04:01::
hom_2163_14	underground%4:02:01::	underground%4:02:00::
hom_2165_11	blow%1:19:00::	blow%1:11:00::
hom_2166_9	cement%2:35:02::	cement%2:35:00::
hom_2169_14	fast%3:00:01::	fast%3:00:00:smooth:00
hom_2170_11	rock%2:38:00::	rock%2:38:06::
hom_2173_12	goal%1:06:00::	goal%1:04:00::
hom_2175_11	wavelength%1:07:00::	wavelength%1:09:00::
hom_2176_10	brace%2:37:00::	brace%2:35:00::
hom_2177_4	point%1:10:04::	point%1:10:01::
hom_2179_10	screw%2:33:00::	screw%2:35:01::
hom_2180_12	goal%1:04:00::	goal%1:06:00::
hom_2181_18	catch%1:06:02::	catch%1:04:00::
hom_2183_10	grapevine%1:20:00::	grapevine%1:10:00::
hom_2185_13	shady%3:00:00:untrustworthy:00	shady%3:00:00:shaded:01
hom_2186_16	trash%1:27:00::	trash%1:14:01::
hom_2187_4	step%1:04:02::	step%1:06:00::
hom_2192_11	cushion%2:35:00::	cushion%2:35:00::
hom_2200_9	fair%1:04:01::	fair%1:04:00::
hom_2204_8	plaster%2:35:00::	plaster%2:35:02::
hom_2208_10	stick%2:35:01::	stick%2:42:00::
hom_2209_3	buoyant%3:00:00:light:01	buoyant%3:00:00:cheerful:00
hom_2210_12	takeoff%1:04:00::	takeoff%1:11:00::
hom_2212_22	well%4:02:14::	well%4:02:11::
hom_2214_4	spring%2:29:00::	spring%2:38:00::
hom_2216_6	turn%1:10:00::	turn%1:04:01::
hom_2217_15	venture%2:41:01::	venture%2:32:00::
hom_2220_3	feel%2:42:00::	feel%2:35:01::
hom_2222_4	shot%1:06:00::	shot%1:04:00::
hom_2227_9	hook%2:34:00::	hook%2:35:02::
hom_2228_19	bank%1:17:02::	bank%1:06:00::
hom_2229_5	credit%1:21:02::	credit%1:21:00::
hom_2231_12	position%1:26:00::	position%1:07:01::
hom_2233_6	fall%1:28:00::	fall%1:11:01::
hom_2235_13	bounce%2:38:00::	bounce%2:35:03::
hom_2236_3	step%1:04:00::	step%1:11:00::
hom_2237_11	instrumental%3:01:00::	instrumental%3:00:00:helpful:00
hom_2238_9	legend%1:10:01::	legend%1:10:00::
hom_2239_9	high%3:00:01::	high%3:00:03::
hom_2240_20	chew%2:34:00::	chew%2:34:00::
hom_2241_12	time%1:28:03::	time%1:11:01::
hom_2242_8	degree%1:23:03::	degree%1:09:00::
hom_2244_9	waste%2:29:00::	waste%2:40:00::
hom_2245_10	battery%1:04:00::	battery%1:06:00::
hom_2248_8	play%2:36:01::	play%2:33:00::
hom_2249_13	bright%3:00:00::	bright%3:00:00:light:06
hom_2250_8	lame%3:00:01:unfit:01	lame%3:00:00:weak:00
