hom_2_9 saving%1:04:02:: saving%1:04:01::
hom_1655_6 tablet%1:06:00:: tablet%1:27:00::
hom_1657_9 layer%1:06:00:: layer%1:09:00::
hom_1658_10 spoiled%5:00:00:stale:00 spoiled%5:00:00:ill-natured:00
hom_1661_12 kick_out%2:41:01:: kick%1:04:00::
hom_1663_8 unwind%2:35:06:: unwind%2:29:00::
hom_1666_5 parting%1:08:00:: parting%1:04:00::
hom_1670_10 conflict_of_interest%1:26:00:: interest%1:21:03::
hom_1671_10 attached%5:00:00:related:02 attached%5:00:00:loving:00
hom_1675_10 revolution%1:11:01:: revolution%1:04:00::
hom_1676_12 chime%2:39:00:: chime%2:39:00::
hom_1677_13 behind%1:08:00:: behind%5:00:00:down:00
hom_1678_1 beats%1:14:00:: beats%1:14:00::
hom_1680_9 heart%1:15:00:: heart%1:09:01::
hom_1682_14 light%1:06:00:: light%3:00:04::
hom_1685_10 spark%1:23:00:: spark%1:19:00::
hom_1686_7 charge%2:31:10:: charge%2:41:00::
hom_1687_13 work_out%2:31:04:: work%2:41:05::
hom_1689_7 vision%1:09:04:: vision%1:09:01::
hom_1690_4 fume%2:43:00:: fume%2:39:00::
hom_1691_15 proof%1:04:00:: proof%1:09:00::
hom_1692_11 backhanded%5:00:00:indirect:02 backhanded%3:00:00::
hom_1694_12 blow%2:38:03:: blow%2:38:00::
hom_1697_26 contact%2:35:03:: contact%1:18:00::
hom_1698_17 blaze%1:07:00:: blaze%1:04:00::
hom_1700_16 tired_of%5:00:00:displeased:00 tired%3:00:00::
hom_1701_7 note%1:10:02:: note%1:10:04::
hom_1702_5 in_short%4:02:01:: short%3:00:01::
hom_1703_13 incensed%5:00:00:angry:00 incensed%5:00:00:angry:00
hom_1704_15 point_of_no_return%1:09:00:: point%1:06:00::
hom_1707_13 tie%1:06:01:: tie%2:35:00::
hom_1708_3 flag%2:38:01:: flag%2:32:00::
hom_1709_5 relative%1:18:00:: relative%5:00:00:proportionate:00
hom_1711_7 buzz_off%2:38:00:: buzz%2:42:00::
hom_1713_13 attractive%3:00:01:: attractive%3:00:01::
hom_1714_8 change%2:30:01:: change%1:11:00::
hom_1715_7 bust%2:41:00:: bust%1:08:00::
hom_1717_6 wee%5:00:00:early:00 wee%2:29:00::
hom_1719_13 unleash%2:35:01:: unleash%2:35:02::
hom_1720_15 sentence%1:10:00:: sentence%1:28:00::
hom_1726_13 remote%1:06:00:: remote%5:00:00:unlikely:00
hom_1727_11 a_bit%4:02:00:: bit%1:23:00::
hom_1729_10 table%1:06:01:: table%2:36:00::
hom_1732_12 fine%4:02:00:: fine%3:00:00::
hom_1734_12 dawn%2:31:13:: dawn%2:42:01::
hom_1735_4 swell%1:11:00:: swell%1:18:00::
hom_1737_4 poached%5:00:00:cooked:00 poached%5:00:00:cooked:00
hom_1739_11 high%3:00:01:: high%1:15:00::
hom_1742_20 circulation%1:10:00:: circulation%1:19:00::
hom_1744_12 sum%2:42:00:: sum%2:32:00::
hom_1747_10 unbelievable%3:00:04:: unbelievable%3:00:04::
hom_1748_19 the_skinny%1:10:00:: skinny%5:00:00:stingy:00
hom_1749_15 pepper%2:33:00:: pepper%2:39:00::
hom_1750_11 stop%2:42:13:: stop%2:38:01::
hom_1751_20 stoned%5:00:00:intoxicated:00 stoned%5:00:00:intoxicated:00
hom_1753_14 pointless%5:00:00:worthless:00 pointless%3:00:00::
hom_1755_4 pop%2:39:04:: pop%1:10:00::
hom_1756_14 gift%2:40:00:: gift%1:21:00::
hom_1757_13 relish%1:09:00:: relish%1:13:00::
hom_1758_11 fed_up%5:00:00:displeased:00 fed%1:14:00::
hom_1759_13 core%1:06:02:: core%1:10:00::
hom_1760_8 loved%3:00:00:: loved%3:00:00::
hom_1761_5 bar%1:23:00:: bar%1:06:00::
hom_1763_16 puzzle%1:06:00:: puzzle%2:31:00::
hom_1764_17 weight%1:23:00:: weight%1:07:00::
hom_1766_9 blaze%2:43:00:: blaze%2:43:01::
hom_1767_11 change%2:30:01:: change%2:30:04::
hom_1768_8 dispensed%5:00:00:distributed:00 dispensed%5:00:00:distributed:00
hom_1770_10 hacker%1:18:01:: hacker%1:18:03::
hom_1771_10 ribbing%1:04:00:: ribbing%1:06:00::
hom_1773_13 star%1:17:00:: star%1:18:00::
hom_1775_10 fault%1:04:00:: fault%1:17:00::
hom_1778_13 hang_out%2:41:00:: hang%1:09:00::
hom_1780_9 pile%1:23:00:: pile%1:14:00::
hom_1781_5 pictured%5:00:00:unreal:00 pictured%5:00:00:unreal:00
hom_1782_16 follow_through%2:30:00:: follow_through%2:35:00::
hom_1783_9 draw%2:38:02:: draw%2:35:01::
hom_1785_5 stick_to%2:35:03:: stick%1:06:00::
hom_1786_13 pick%2:35:01:: pick%2:31:00::
hom_1787_9 step_down%2:41:00:: step%1:06:00::
hom_1790_10 beat%2:33:00:: beat%2:38:01::
hom_1791_7 flop%2:41:00:: flop%1:04:00::
hom_1792_24 strike%2:38:02:: strike%1:04:00::
hom_1794_9 shortening%1:04:00:: shortening%1:13:00::
hom_1795_17 croak%2:30:00:: croak%1:10:00::
hom_1796_9 grave%1:06:00:: grave%5:00:00:important:00
hom_1797_15 fudge%2:32:00:: fudge%1:13:00::
hom_1798_5 composed%3:00:00:: composed%3:00:00::
hom_1799_8 volume%1:06:00:: volume%1:23:00::
hom_1801_7 chop%1:19:00:: chop%2:33:00::
hom_1803_15 drop_off%2:35:00:: drop_off%2:30:01::
hom_1804_14 saw%1:06:00:: saw%1:10:00::
hom_1805_15 unwind%2:35:06:: unwind%2:29:00::
hom_1806_12 hit%2:35:00:: hit%2:38:00::
hom_1807_10 winning_streak%1:14:00:: streak%1:14:00::
hom_1808_9 parted%5:00:00:compound:00 parted%5:00:00:compound:00
hom_1809_6 crude%1:27:00:: crude%5:00:00:unanalyzed:00
hom_1813_12 draft%1:21:00:: draft%2:36:00::
hom_1815_17 pinch%1:26:01:: pinch%1:26:00::
hom_1820_13 kickoff%1:04:00:: kickoff%1:28:00::
hom_1821_10 fire%1:04:00:: fire%1:11:00::
hom_1822_17 concentration%1:07:02:: concentration%1:11:00::
hom_1823_9 drive%2:38:02:: drive%1:04:04::
hom_1824_11 novel%1:10:00:: novel%5:00:00:original:00
hom_1825_2 huddle%2:38:00:: huddle%2:38:01::
hom_1826_12 pit%1:17:00:: pit%1:25:00::
hom_1831_8 wash_away%2:30:00:: wash%1:22:00::
hom_1832_9 heart%1:15:00:: heart%1:06:00::
hom_1833_10 sage%1:20:00:: sage%1:18:00::
hom_1834_5 dead%3:00:01:: dead%1:14:00::
hom_1835_8 sweeping%1:04:00:: sweeping%5:00:00:indiscriminate:00
hom_1836_11 tidy_sum%1:23:00:: tidy%5:00:00:considerable:00
hom_1837_15 shot%1:04:06:: shot%1:10:01::
hom_1838_17 delicious%1:13:00:: delicious%5:00:00:pleasing:00
hom_1840_16 tied_up%5:00:00:busy:00 tied%5:00:00:equal:00
hom_1843_12 come%2:38:00:: come%2:38:04::
hom_1844_9 to_a_fault%4:02:00:: fault%1:04:00::
hom_1848_13 picture%1:10:02:: picture%1:06:00::
hom_1849_7 blow_over%2:30:00:: blow%1:04:01::
hom_1851_9 croak%2:30:00:: croak%1:10:00::
hom_1852_9 snap%2:35:01:: snap%2:35:00::
hom_1853_13 dive%1:06:01:: dive%1:04:00::
hom_1854_3 pass%2:38:00:: pass%2:29:00::
hom_1855_4 repress%2:31:00:: repress%2:35:00::
hom_1856_7 dictated%5:00:00:settled:02 dictated%5:00:00:settled:02
hom_1858_7 beat%2:33:00:: beat%5:00:00:tired:00
hom_1860_11 pull%2:35:00:: pull%1:04:00::
hom_1862_20 service%1:04:00:: service%1:04:01::
hom_1863_8 scores%1:23:00:: scores%1:23:00::
hom_1866_9 blow%2:30:04:: blow%2:38:00::
hom_1870_11 backed%3:00:00:: backed%3:00:00::
hom_1871_13 fledgling%1:18:00:: fledgling%5:00:00:inexperienced:00
hom_1872_9 joint%1:08:00:: joint%1:06:01::
hom_1873_24 cell%1:03:00:: cell%1:06:03::
hom_1875_13 point%1:06:00:: point%2:32:12::
hom_1877_14 era%1:28:00:: era%1:10:00::
hom_1878_16 shocked%5:00:00:afraid:00 shocked%5:00:00:afraid:00
hom_1880_10 hole%1:06:00:: hole%1:17:01::
hom_1883_13 bill%1:10:04:: bill%1:10:01::
hom_1884_19 drag%2:32:00:: drag%1:04:02::
hom_1885_13 mental_block%1:09:00:: block%2:41:00::
hom_1886_13 fan%1:06:00:: fan%1:18:00::
hom_1887_10 mothball%2:40:00:: mothball%2:40:00::
hom_1888_13 mug%2:40:00:: mug%2:40:00::
hom_1891_9 magnetic%5:00:00:attractive:01 magnetic%3:00:00::
hom_1892_8 nucleus%1:08:00:: nucleus%1:17:00::
hom_1894_17 shocking%5:00:00:immoral:00 shocking%5:00:00:sensational:00
hom_1903_9 loop%1:25:00:: loop%1:06:01::
hom_1905_14 conviction%1:04:00:: conviction%1:09:00::
hom_1906_8 keel_over%2:38:00:: keel%1:06:00::
hom_1907_14 go%2:38:01:: go%2:38:00::
hom_1913_13 form%1:10:00:: form%1:09:01::
hom_1915_6 growing%1:22:00:: growing%1:22:00::
hom_1917_11 hang_around%2:42:00:: hang%1:04:00::
hom_1918_17 manual%1:10:00:: manual%1:04:00::
hom_1921_24 stuffed%5:00:01:full:00 stuffed%5:00:02:full:00
hom_1922_9 pressing%1:04:00:: pressing%5:00:00:imperative:00
hom_1923_13 fit%2:42:04:: fit%2:42:05::
hom_1924_19 cut%2:36:00:: cut%2:35:11::
hom_1925_12 ring%1:06:02:: ring%1:07:00::
hom_1926_8 speaker%1:06:00:: speaker%1:18:00::
hom_1927_11 peak%1:25:01:: peak%1:23:00::
hom_1928_3 falling%3:00:00:: falling%5:00:00:descending:00
hom_1929_12 get_rolling%2:30:00:: rolling%1:11:00::
hom_1930_3 blow%2:38:03:: blow%2:38:00::
hom_1932_14 steps%1:06:00:: steps%1:17:00::
hom_1933_9 offensive%3:00:01:: offensive%1:04:00::
hom_1934_16 suck%2:42:00:: suck%2:34:04::
hom_1936_12 key%1:06:01:: key%1:10:01::
hom_1938_5 touch%1:04:00:: touch%1:07:01::
hom_1940_14 spin%1:11:00:: spin%1:04:01::
hom_1941_9 reaction%1:22:00:: reaction%1:04:00::
hom_1942_9 wound_up%5:00:00:tense:03 wound%1:26:00::
hom_1943_4 flat%1:06:00:: flat%1:17:00::
hom_1944_11 find%2:40:00:: find%2:32:00::
hom_1945_10 standing%1:26:00:: standing%1:04:00::
hom_1946_19 derivative%1:09:00:: derivative%1:10:01::
hom_1947_15 incensed%5:00:00:angry:00 incensed%5:00:00:angry:00
hom_1948_11 flaming%5:00:00:hot:02 flaming%1:22:00::
hom_1951_16 count%1:23:00:: count%2:42:00::
hom_1952_17 space%1:25:00:: space%1:03:00::
hom_1954_22 see%1:15:00:: see%2:31:13::
hom_1955_16 breeze%1:19:00:: breeze%2:43:00::
hom_1957_11 address%1:10:00:: address%2:32:01::
hom_1958_9 rifle%1:06:00:: rifle%2:35:13::
hom_1960_6 twist%2:42:00:: twist%2:35:02::
hom_1963_10 react%2:31:00:: react%2:30:00::
hom_1964_8 flat%1:06:00:: flat%1:06:01::
hom_1965_20 covered%3:00:00:: covered%3:00:00::
hom_1968_14 swept%3:00:00:: swept%3:00:00::
hom_1969_10 pull%2:38:13:: pull%1:04:00::
hom_1970_5 board%1:14:00:: board%1:06:00::
hom_1971_9 wrapped_up%5:00:00:committed:00 wrapped%5:00:00:covered:00
hom_1972_13 point%1:09:00:: point%1:15:00::
hom_1976_14 litter%2:42:00:: litter%2:35:00::
hom_1977_10 exhausted%5:00:00:tired:00 exhausted%5:00:00:drained:00
hom_1979_8 pass_away%2:30:00:: pass%1:04:04::
hom_1980_8 attractive%3:00:01:: attractive%3:00:01::
hom_1982_12 prime%5:00:01:first:00 prime%1:28:00::
hom_1983_14 under%5:00:00:low:01 under%4:02:04::
hom_1985_5 body%1:08:00:: body%1:14:00::
hom_1987_9 mugging%1:04:00:: mugging%1:04:00::
hom_1988_14 plastered%5:00:00:groomed:00 plastered%5:00:00:covered:00
hom_1990_3 kicking%1:04:01:: kicking%1:04:00::
hom_1991_16 point%1:06:00:: point%1:10:01::
hom_1992_5 web%1:14:00:: web%1:06:00::
hom_1994_11 turn%2:40:13:: turn%2:33:13::
hom_1995_7 hound%2:38:00:: hound%2:38:00::
hom_1996_6 ignited%5:00:00:lighted:00 ignited%5:00:00:lighted:00
hom_1999_7 beat%2:33:00:: beat%2:38:01::
hom_2002_5 large_number%1:23:00:: number%1:07:01::
hom_2004_10 motion%1:04:00:: motion%1:04:01::
hom_2005_7 washed%5:00:00:clean:01 washed%5:00:00:wet:01
hom_2009_17 plant%1:03:00:: plant%1:06:01::
hom_2010_11 agitating%5:00:00:provocative:00 agitating%5:00:00:provocative:00
hom_2011_15 nail%2:40:00:: nail%2:41:01::
hom_2015_8 sound%3:00:00:: sound%1:17:01::
hom_2016_10 mint%1:23:00:: mint%1:20:01::
hom_2017_11 cabinet%1:06:02:: cabinet%1:06:00::
hom_2018_16 bunk%1:10:00:: bunk%1:10:01::
hom_2019_13 shot%1:04:06:: shot%1:10:01::
hom_2021_3 electrify%2:37:00:: electrify%2:30:00::
hom_2023_18 cut%2:38:08:: cut%2:35:00::
hom_2025_11 scoop%1:10:00:: scoop%1:06:01::
hom_2028_6 clouded%5:00:00:unclear:00 clouded%5:00:00:cloudy:00
hom_2029_15 milk%2:30:01:: milk%2:30:00::
hom_2030_9 figure%1:10:01:: figure%1:08:00::
hom_2032_14 dead_end%1:06:00:: dead_end%1:26:00::
hom_2033_22 scotch%2:41:00:: scotch%1:13:00::
hom_2034_12 foot%1:08:01:: foot%1:06:00::
hom_2036_14 cut%1:04:01:: cut%3:00:01::
hom_2037_6 immerse%2:35:00:: immerse%2:31:00::
hom_2038_2 stand%1:06:01:: stand%2:31:00::
hom_2039_21 argument%1:10:02:: argument%1:09:01::
hom_2044_7 suit%1:06:00:: suit%1:06:01::
hom_2045_4 fiddling%5:00:00:unimportant:00 fiddling%5:00:00:unimportant:00
hom_2048_16 blossoming%1:22:00:: blossoming%1:22:00::
hom_2050_13 taxing%5:00:00:heavy:02 taxing%5:00:00:heavy:02
hom_2051_12 in_high_spirits%5:00:00:elated:00 spirits%1:13:00::
hom_2052_8 deeds%1:04:00:: deeds%1:04:00::
hom_2053_1 security%1:26:00:: security%1:21:04::
hom_2055_9 spotted%5:00:00:patterned:00 spotted%5:00:00:patterned:00
hom_2057_19 stalling%1:04:00:: stalling%1:04:00::
hom_2058_11 intoxicating%5:00:00:exciting:00 intoxicating%5:00:00:alcoholic:00
hom_2060_17 policy%1:09:00:: policy%1:10:00::
hom_2061_17 sheet%1:10:00:: sheet%1:25:00::
hom_2062_8 broken%3:00:02:: broken%5:00:00:imperfect:00
hom_2064_11 blowout%1:11:01:: blowout%1:11:00::
hom_2065_10 bluster%2:29:00:: bluster%2:32:00::
hom_2066_13 momentum%1:07:00:: momentum%1:07:01::
hom_2069_12 quivering%1:26:00:: quivering%1:04:00::
hom_2071_13 hit%2:35:00:: hit%1:04:00::
hom_2072_9 fishy%3:01:00:: fishy%3:01:00::
hom_2073_21 rounded%3:00:00:: rounded%3:00:00::
hom_2076_12 stroke%1:04:00:: stroke%1:26:00::
hom_2077_14 a_trifle%4:02:00:: trifle%1:13:00::
hom_2079_8 bluff%2:33:00:: bluff%2:32:00::
hom_2081_14 spot%1:15:01:: spot%1:04:01::
hom_2083_11 inflation%1:22:00:: inflation%1:11:00::
hom_2084_6 smelt%1:13:00:: smelt%1:05:00::
hom_2085_14 transparent%5:00:00:thin:01 transparent%5:00:00:obvious:00
hom_2087_10 resistance%1:04:00:: resistance%1:04:02::
hom_2088_18 short%3:00:03:: short%1:06:00::
hom_2089_15 trunks%1:06:00:: trunks%1:06:00::
hom_2092_3 jump%1:04:00:: jump%2:30:05::
hom_2093_9 run%1:04:01:: run_out%2:30:03::
hom_2096_18 reception%1:14:00:: reception%1:10:01::
hom_2099_9 marbles%1:09:00:: marbles%1:04:00::
hom_2100_12 moonlight%2:41:00:: moonlight%2:41:00::
hom_2102_5 denomination%1:10:00:: denomination%1:14:01::
hom_2103_14 ruler%1:18:00:: ruler%1:18:00::
hom_2104_9 erase%2:30:00:: erase%2:35:00::
hom_2106_8 pine_away%2:30:00:: pine%1:20:00::
hom_2107_11 needle%2:32:00:: needle%2:35:00::
hom_2108_9 out_of_the_blue%5:00:00:unexpected:00 out_of_the_blue%4:02:00::
hom_2111_15 lot%1:26:00:: lot%1:14:00::
hom_2114_17 mull%2:31:00:: mull%2:39:00::
hom_2116_19 jogging%1:04:00:: jogging%1:04:00::
hom_2117_7 hanging%1:06:00:: hanging%1:04:02::
hom_2119_7 play%1:10:01:: play%2:36:00::
hom_2120_18 change%2:30:01:: change%1:11:00::
hom_2122_7 check_out%2:31:00:: check%1:21:00::
hom_2124_13 look%2:39:01:: look%2:39:00::
hom_2125_13 pin%2:35:03:: pin%2:35:01::
hom_2126_13 scale%1:24:03:: scale%1:06:02::
hom_2127_10 under_the_weather%5:00:00:ill:01 weather%1:19:00::
hom_2129_14 red%1:07:00:: red%1:17:00::
hom_2133_10 weight%1:07:00:: weight%1:23:00::
hom_2135_12 rooting%1:22:00:: rooting%1:22:00::
hom_2136_19 staged%3:00:00:: staged%5:00:00:artificial:00
hom_2138_13 tick%1:05:00:: tick%1:11:00::
hom_2139_11 trailer%1:10:00:: trailer%1:06:00::
hom_2140_17 dirty%5:00:00:illegible:00 dirty%5:00:00:nasty:00
hom_2141_10 accounting%1:21:01:: accounting%1:10:00::
hom_2142_7 geared%3:00:00:: geared%3:00:00::
hom_2143_1 home%5:00:00:domestic:00 home%1:06:00::
hom_2144_8 loaded%5:00:00:prejudiced:00 loaded%5:00:00:rich:00
hom_2147_4 wired%5:00:00:tense:03 wired%3:00:00::
hom_2150_1 pick%1:04:00:: pick%1:04:01::
hom_2152_11 dribbling%1:04:00:: dribbling%1:04:00::
hom_2155_10 class%1:04:00:: class%2:31:00::
hom_2157_6 see%2:31:00:: see%1:15:00::
hom_2158_11 degree%1:07:00:: degree%1:26:01::
hom_2159_19 pick%2:35:01:: pick%1:23:00::
hom_2160_13 beat%2:35:01:: beat%1:11:00::
hom_2161_10 part_with%2:40:00:: part%1:24:00::
hom_2163_14 underground%1:06:00:: underground%1:14:00::
hom_2165_11 blow%1:04:01:: blow%1:11:01::
hom_2166_9 cement%1:27:00:: cement%1:27:01::
hom_2169_14 fast%2:34:00:: fast%3:00:01::
hom_2170_11 rock%2:38:06:: rock%2:38:00::
hom_2173_12 goal%1:09:00:: goal%1:06:00::
hom_2175_11 wavelength%1:07:00:: wavelength%1:09:00::
hom_2176_10 brace%2:29:00:: brace%1:06:00::
hom_2177_4 point%1:06:00:: point%2:32:12::
hom_2178_10 warrant%2:32:00:: warrant%2:32:01::
hom_2179_10 screw%2:35:04:: screw%2:35:02::
hom_2180_12 goal%1:09:00:: goal%1:06:00::
hom_2181_18 catch%1:04:00:: catch%2:35:03::
hom_2183_10 grapevine%1:20:00:: grapevine%1:10:00::
hom_2185_13 shady%5:00:00:shaded:01 shady%5:00:00:questionable:00
hom_2186_16 trash%1:27:00:: trash%1:06:00::
hom_2187_4 steps%1:06:00:: steps%1:17:00::
hom_2192_11 cushion%1:06:01:: cushion%1:06:00::
hom_2200_9 fair_deal%1:11:00:: fair%1:14:01::
hom_2202_11 fired%5:00:00:unemployed:00 fired%5:00:00:unemployed:00
hom_2204_8 plastered%5:00:00:covered:00 plastered%5:00:00:intoxicated:00
hom_2208_10 stick_to%2:35:03:: stick%2:42:07::
hom_2209_3 buoyant%5:00:00:light:01 buoyant%5:00:00:cheerful:00
hom_2210_12 takeoff%1:10:00:: takeoff%1:04:00::
hom_2212_22 well%1:06:00:: well%4:02:11::
hom_2214_4 spring%1:06:00:: spring%1:28:00::
hom_2216_6 turn%2:30:04:: turn%1:25:00::
hom_2217_15 venture%2:32:00:: venture%2:41:00::
hom_2220_3 feel%2:37:00:: feel%1:09:00::
hom_2222_4 one_shot%1:06:00:: shot%1:04:06::
hom_2227_9 hooked%5:00:00:curved:00 hooked%5:00:00:crooked:01
hom_2228_19 bank%1:17:01:: bank%1:14:00::
hom_2229_5 credit%1:10:00:: credit%1:21:02::
hom_2231_12 position%1:07:00:: position%2:35:00::
hom_2233_6 fall%2:30:06:: fall%1:28:00::
hom_2235_13 bounce%2:38:02:: bounce%2:38:00::
hom_2236_3 steps%1:06:00:: steps%1:17:00::
hom_2237_11 instrumental%3:01:00:: instrumental%5:00:00:helpful:00
hom_2238_9 legend%1:10:01:: legend%1:10:00::
hom_2239_9 high%3:00:01:: high%5:00:00:superior:01
hom_2240_20 chew%2:34:00:: chew%1:13:00::
hom_2241_12 time%1:28:06:: time%2:31:00::
hom_2242_8 degree%1:07:00:: degree%1:07:01::
hom_2244_9 waste%1:27:00:: waste%1:27:00::
hom_2245_10 a_battery%1:06:00:: battery%1:06:03::
hom_2248_8 played_out%5:00:00:tired:00 played%3:44:00::
hom_2249_13 bright%3:00:00:: bright%5:00:00:happy:00
hom_2250_8 lame%5:00:00:weak:00 lame%2:29:00::
