hom_2_9 write%2:32:03:: keep_open%2:40:00::
hom_1708_3 sag%2:38:00:: sag%2:38:00::
hom_1709_5 relative%1:05:00:: relative%1:18:00::
hom_1711_7 hum%2:42:00:: hum%2:42:00::
hom_1713_13 attractive%3:00:01:: attractive%3:00:01::
hom_1714_8 switch%2:30:02:: change%1:11:00::
hom_1715_7 raid%2:41:00:: flop%1:11:00::
hom_1717_6 wee%5:00:00:early:00 bitty%5:00:00:small:00
hom_1719_13 unleash%2:35:02:: unleash%2:35:02::
hom_1720_15 sentence%2:32:00:: conviction%1:04:00::
hom_1726_13 outside%5:00:00:unlikely:00 distant%5:00:01:far:00
hom_1727_11 bit%1:06:01:: spot%1:23:00::
hom_1729_10 table%2:36:00:: table%1:14:01::
hom_1732_12 ticket%2:41:00:: very_well%4:02:01::
hom_1734_12 dawn%2:30:00:: dawn%2:42:01::
hom_1735_4 well_up%2:42:00:: well%2:38:00::
hom_1737_4 poach%2:30:00:: boiled%5:00:00:cooked:00
hom_1739_11 high%4:02:02:: high%1:15:00::
hom_1742_20 circulation%1:04:00:: circulation%1:04:00::
hom_1744_12 total%2:32:00:: summarize%2:42:00::
hom_1747_10 incredible%3:00:00:: improbable%5:00:00:implausible:00
hom_1748_19 tight-fitting%5:00:00:tight:01 tight-fitting%5:00:00:tight:01
hom_1749_15 pepper%2:39:00:: pepper%2:33:00::
hom_1750_11 stop%2:38:00:: catch%1:06:02::
hom_1751_20 stone%2:35:00:: stone%2:35:00::
hom_1753_14 scoreless%5:00:00:unsuccessful:00 pointless%3:00:00::
hom_1756_14 give%2:40:01:: giving%1:04:00::
hom_1757_13 relish%1:09:00:: gusto%1:12:00::
hom_1758_11 run%2:38:01:: prey%2:34:01::
hom_1759_13 core%2:35:00:: kernel%1:09:00::
hom_1760_8 sleep_together%2:35:00:: love%2:37:01::
hom_1761_5 stripe%1:07:00:: banish%2:41:00::
hom_1763_16 puzzle%2:37:03:: puzzle%1:10:00::
hom_1764_17 weight%1:07:01:: weight%1:07:01::
hom_1766_9 hell%1:11:00:: hell%1:04:00::
hom_1767_11 switch%2:30:02:: change%2:30:06::
hom_1768_8 distribute%2:40:00:: administer%2:29:00::
hom_1770_10 hacker%1:18:01:: hack%1:18:00::
hom_1773_13 star%1:18:00:: ace%1:18:00::
hom_1775_10 fault%1:04:01:: fault%1:04:01::
hom_1778_13 hang%1:04:00:: bent%1:09:00::
hom_1780_9 voltaic_pile%1:06:00:: pile%1:06:03::
hom_1781_5 visualize%2:36:00:: picture%2:36:00::
hom_1782_16 comply%2:41:00:: succeed%2:41:01::
hom_1783_9 tie%2:33:00:: draw%1:06:01::
hom_1785_5 stick%2:32:00:: pin%1:08:00::
hom_1786_13 pluck%2:35:02:: clean%2:30:01::
hom_1787_9 tone%1:10:00:: step%1:06:00::
hom_1790_10 beat%2:35:03:: beat%2:33:00::
hom_1791_7 right%4:02:09:: flop%1:18:00::
hom_1792_24 strike%1:04:01:: assume%2:38:00::
hom_1794_9 shortening%1:04:00:: bowdlerize%2:30:00::
hom_1795_17 murmur%2:32:01:: croak%1:10:00::
hom_1796_9 sculpt%2:35:00:: grave%1:06:00::
hom_1797_15 hedge%2:32:00:: fudge%2:41:00::
hom_1798_5 write%2:36:00:: compose%2:36:03::
hom_1799_8 volume%1:07:02:: book%1:06:00::
hom_1801_7 chop%2:33:00:: chop%2:35:00::
hom_1803_15 drop%2:35:00:: neglect%2:31:00::
hom_1804_14 witness%2:39:01:: interpret%2:31:00::
hom_1805_15 unwind%2:35:06:: unwind%2:35:06::
hom_1806_12 score%2:33:00:: stumble%2:40:10::
hom_1807_10 mottle%2:36:00:: streak%1:14:00::
hom_1808_9 separate%2:35:00:: separate%2:35:00::
hom_1809_6 unrefined%3:00:02:: petroleum%1:27:00::
hom_1813_12 gulp%1:04:00:: draft%2:36:00::
hom_1815_17 pinch%1:26:01:: pinch%2:35:00::
hom_1820_13 kickoff%1:11:00:: beginning%1:28:00::
hom_1821_10 fire%2:30:02:: fire%1:22:00::
hom_1822_17 concentration%1:04:02:: concentration%1:07:03::
hom_1823_9 drive%2:38:02:: drive%2:32:00::
hom_1824_11 novel%5:00:00:new:00 fresh%5:00:00:original:00
hom_1825_2 huddle%2:38:00:: huddle%1:10:00::
hom_1826_12 stone%1:20:00:: pit%2:30:00::
hom_1831_8 wash%2:35:10:: moisten%2:30:00::
hom_1832_9 kernel%1:09:00:: heart%1:08:00::
hom_1833_10 sage%5:00:00:chromatic:00 sage%1:20:00::
hom_1834_5 dead%5:00:00:inactive:03 absolutely%4:02:00::
hom_1835_8 sweeping%5:00:00:indiscriminate:00 brush%2:38:00::
hom_1836_11 goodly%5:00:00:considerable:00 tidy%2:30:00::
hom_1837_15 stroke%1:04:00:: tear%2:38:00::
hom_1838_17 delightful%5:00:00:pleasing:00 delectable%5:00:00:tasty:00
hom_1840_16 tie%2:33:00:: marry%2:41:01::
hom_1843_12 come%2:42:11:: do%2:42:00::
hom_1844_9 fault%1:04:01:: mistake%1:04:00::
hom_1848_13 visualize%2:36:00:: photograph%1:06:00::
hom_1849_7 waste%2:40:00:: gust%1:19:00::
hom_1851_9 die%2:30:00:: croak%1:10:00::
hom_1852_9 photograph%2:32:00:: snap%2:35:04::
hom_1853_13 honkytonk%1:06:00:: dive%1:04:01::
hom_1854_3 legislate%2:41:00:: die%2:30:00::
hom_1855_4 suppress%2:31:00:: smother%2:35:01::
hom_1856_7 dictate%2:31:00:: dictate%2:41:00::
hom_1858_7 tick%2:39:01:: beat%1:15:00::
hom_1860_11 pull%2:38:13:: puff%1:04:00::
hom_1862_20 servicing%1:04:00:: avail%1:07:00::
hom_1863_8 score%2:33:00:: score%1:23:00::
hom_1866_9 waste%2:40:00:: shock%1:11:01::
hom_1870_11 second%2:41:00:: bet_on%2:33:00::
hom_1871_13 newcomer%1:18:00:: newcomer%1:18:00::
hom_1872_9 joint%1:08:00:: articulation%1:25:00::
hom_1873_24 cellular_telephone%1:06:00:: cell%1:06:01::
hom_1875_13 period%1:10:00:: item%1:10:00::
hom_1877_14 era%1:28:01:: era%1:28:01::
hom_1878_16 traumatize%2:29:00:: aghast%5:00:00:afraid:00
hom_1880_10 trap%1:08:00:: hole%2:35:00::
hom_1883_13 poster%1:10:00:: beak%1:05:00::
hom_1884_19 embroil%2:42:00:: drag%2:38:00::
hom_1885_13 block%1:25:01:: barricade%2:35:00::
hom_1886_13 winnow%2:30:00:: winnow%2:30:00::
hom_1887_10 mothball%2:40:00:: mothball%2:40:00::
hom_1888_13 mug%2:40:00:: mug%2:40:00::
hom_1891_9 magnetic%3:00:00:: magnetic%3:00:00::
hom_1892_8 nucleus%1:08:01:: core%1:14:00::
hom_1894_17 disgraceful%5:00:00:immoral:00 shock%2:37:01::
hom_1903_9 loop_topology%1:09:00:: cringle%1:06:00::
hom_1905_14 conviction%1:04:00:: conviction%1:04:00::
hom_1906_8 stagger%2:38:00:: stagger%2:38:00::
hom_1907_14 travel%2:38:00:: survive%2:42:01::
hom_1913_13 shape%2:30:00:: form%2:30:05::
hom_1915_6 grow%2:30:00:: growth%1:22:00::
hom_1917_11 hang%2:30:00:: bent%1:09:00::
hom_1918_17 manual_of_arms%1:04:00:: manual_of_arms%1:04:00::
hom_1921_24 stuff%2:30:12:: farce%2:30:00::
hom_1922_9 press%2:35:01:: urge%2:32:00::
hom_1923_13 fit%2:34:00:: fit%2:42:02::
hom_1924_19 write_out%2:32:00:: cut%2:36:00::
hom_1925_12 surround%2:35:00:: hoop%1:06:00::
hom_1926_8 speaker%1:18:00:: loudspeaker%1:06:00::
hom_1927_11 vertex%1:15:00:: point%1:25:00::
hom_1928_3 precipitate%2:43:00:: descend%2:38:00::
hom_1929_12 roll%2:35:01:: wheel%2:38:02::
hom_1930_3 waste%2:40:00:: fellate%2:39:00::
hom_1932_14 tone%1:10:00:: step%2:30:01::
hom_1933_9 unsavory%3:00:00:: offense%1:04:00::
hom_1934_16 suck%2:43:00:: fellate%2:39:00::
hom_1936_12 winder%1:06:01:: key%1:15:00::
hom_1938_5 touch%1:07:01:: touch%1:04:00::
hom_1940_14 spin%1:04:03:: spin%1:04:00::
hom_1941_9 reaction%1:04:01:: reaction%1:04:00::
hom_1942_9 wind%2:35:00:: hoist%2:35:00::
hom_1943_4 compressed%5:00:00:thin:01 directly%4:02:01::
hom_1944_11 find_oneself%2:30:00:: detect%2:39:00::
hom_1945_10 standing%1:26:00:: stand%2:42:06::
hom_1946_19 derivative%1:27:00:: derived_function%1:09:00::
hom_1947_15 infuriate%2:37:00:: indignant%5:00:00:angry:00
hom_1948_11 flare%2:43:01:: fiery%5:00:00:hot:02
hom_1951_16 reckon%2:31:13:: count%1:04:00::
hom_1952_17 space%2:38:00:: space%1:03:00::
hom_1954_22 visualize%2:36:00:: visit%2:41:02::
hom_1955_16 breeze%1:19:00:: breeze%1:19:00::
hom_1957_11 cover%2:32:01:: address%2:41:08::
hom_1958_9 rifle%1:06:00:: plunder%2:40:00::
hom_1960_6 twist%2:35:00:: twist%1:04:03::
hom_1963_10 react%2:30:00:: react%2:31:00::
hom_1964_8 compressed%5:00:00:thin:01 flat%5:00:00:unerect:00
hom_1965_20 cover%2:32:00:: embrace%2:42:00::
hom_1968_14 sweep%2:38:00:: brush%2:38:00::
hom_1969_10 pull%2:30:11:: pluck%2:35:03::
hom_1970_5 board%2:38:00:: control_panel%1:06:00::
hom_1971_9 wrap%2:35:03:: wind%2:35:06::
hom_1972_13 point%1:07:02:: sharpen%2:30:08::
hom_1976_14 litter%2:29:00:: litter%2:35:00::
hom_1977_10 exhaust%2:29:00:: run_down%2:40:00::
hom_1979_8 public_address_system%1:06:00:: dad%1:18:00::
hom_1980_8 attractive%5:00:00:appealing:00 attractive%5:00:00:appealing:00
hom_1982_12 prime%2:30:00:: choice%5:00:00:superior:02
hom_1985_5 torso%1:08:00:: consistency%1:07:00::
hom_1987_9 mug%2:40:00:: mug%2:40:00::
hom_1988_14 poultice%2:29:00:: plaster%2:35:00::
hom_1990_3 kick_back%2:35:00:: kick%2:33:05::
hom_1991_16 point%1:10:02:: point%1:07:01::
hom_1992_5 web%2:36:00:: web%1:06:00::
hom_1994_11 turn%2:33:13:: sour%2:30:01::
hom_1995_7 hound%2:38:00:: hound%2:38:00::
hom_1996_6 ignited%5:00:00:lighted:00 fire%2:30:02::
hom_1999_7 beat%2:35:03:: beat%2:33:00::
hom_2002_5 number%1:10:02:: count%2:42:01::
hom_2004_10 gesticulate%2:32:00:: motion%1:04:01::
hom_2005_7 wash%2:35:10:: wash%2:29:02::
hom_2009_17 plant%2:31:00:: plant%1:03:00::
hom_2010_11 crusade%2:41:10:: shake%2:38:00::
hom_2011_15 smash%2:35:00:: nail_down%2:41:00::
hom_2015_8 sound%1:09:00:: audio%1:10:00::
hom_2016_10 mint%1:13:00:: mint%2:36:00::
hom_2017_11 cabinet%1:06:01:: cabinet%1:06:02::
hom_2018_16 scat%2:38:00:: berth%1:06:00::
hom_2019_13 stroke%1:04:00:: guess%1:09:00::
hom_2023_18 trimmed%3:00:00:: cut%2:30:02::
hom_2025_11 scoop%1:06:00:: soap%1:06:01::
hom_2028_6 overcast%2:43:00:: cloud-covered%5:00:00:cloudy:00
hom_2029_15 milk%2:34:00:: milk%2:30:01::
hom_2030_9 visualize%2:36:00:: calculate%2:31:03::
hom_2032_14 all_in%5:00:00:tired:00 abruptly%4:02:00::
hom_2033_22 thwart%2:41:00:: score%1:25:00::
hom_2034_12 metrical_foot%1:10:00:: foot%1:23:00::
hom_2036_14 write_out%2:32:00:: cut%2:42:00::
hom_2037_6 steep%2:31:00:: immerse%2:35:01::
hom_2038_2 stand%2:35:10:: stall%1:06:01::
hom_2039_21 argument%1:10:04:: argument%1:10:02::
hom_2044_7 suit%2:42:02:: suit%2:42:05::
hom_2045_4 toy%2:35:00:: fiddling%5:00:00:unimportant:00
hom_2048_16 bloom%2:30:00:: blossom%2:30:00::
hom_2050_13 tax%2:34:00:: tax%2:32:00::
hom_2051_12 liveliness%1:07:00:: heart%1:07:04::
hom_2052_8 deed%1:10:00:: act%1:03:00::
hom_2053_1 security%1:04:00:: security%1:14:00::
hom_2055_9 spot%2:30:00:: spot%2:30:01::
hom_2057_19 stall%2:38:04:: stall%2:41:00::
hom_2058_11 intoxicate%2:29:00:: heady%5:00:00:exciting:00
hom_2060_17 policy%1:10:02:: policy%1:10:02::
hom_2061_17 sheet%2:35:00:: sail%1:06:00::
hom_2062_8 unwrap%2:32:00:: fail%2:30:00::
hom_2064_11 blowout%1:11:00:: runaway%1:11:00::
hom_2065_10 bluster%2:43:00:: swagger%2:29:00::
hom_2066_13 momentum%1:07:01:: momentum%1:07:00::
hom_2069_12 quiver%2:38:00:: shaking%1:26:00::
hom_2071_13 score%2:33:00:: hit%1:04:00::
hom_2072_9 fishy%5:00:00:questionable:00 fishy%5:00:00:questionable:00
hom_2073_21 round%2:29:00:: round%2:29:00::
hom_2076_12 stroke%1:10:01:: stroke%1:04:01::
hom_2077_14 triviality%1:06:00:: frivol%2:41:00::
hom_2079_8 bluff%2:32:00:: bluff%2:33:00::
hom_2081_14 touch%1:26:00:: spot%2:35:00::
hom_2083_11 ostentation%1:07:01:: ostentation%1:07:01::
hom_2084_6 smelt%2:36:00:: smell%2:31:00::
hom_2085_14 transparent%5:00:00:obvious:00 guileless%5:00:00:straight:04
hom_2087_10 underground%1:14:00:: immunity%1:26:01::
hom_2088_18 short%3:00:03:: abruptly%4:02:00::
hom_2089_15 trunk%1:06:00:: torso%1:08:00::
hom_2092_3 startle%2:38:00:: startle%1:04:00::
hom_2093_9 operate%2:41:00:: streak%1:14:00::
hom_2096_18 reception%1:04:03:: reception%1:04:03::
hom_2099_9 marble%2:36:00:: marble%2:36:00::
hom_2100_12 moonlight%2:41:00:: moonlight%2:41:00::
hom_2102_5 denomination%1:14:01:: appellation%1:10:00::
hom_2103_14 ruler%1:18:00:: rule%1:06:00::
hom_2104_9 erase%2:32:00:: erase%2:35:00::
hom_2106_8 ache%2:37:06:: ache%2:37:06::
hom_2107_11 needle%2:35:00:: needle%2:32:00::
hom_2108_9 blue_sky%1:17:00:: blue%5:00:00:depressing:00
hom_2111_15 lot%2:41:00:: bunch%1:14:02::
hom_2114_17 mull%2:39:00:: chew_over%2:31:00::
hom_2116_19 square_up%2:38:00:: jog%2:32:00::
hom_2117_7 hang%2:30:00:: hang%2:35:04::
hom_2119_7 toy%2:35:00:: dally%2:31:01::
hom_2120_18 variety%1:07:01:: transfer%2:38:02::
hom_2122_7 check_mark%1:10:00:: check%2:30:02::
hom_2124_13 search%2:39:00:: look%2:42:02::
hom_2125_13 peg%1:10:04:: pin%1:08:00::
hom_2126_13 scale%2:30:01:: plate%1:06:01::
hom_2127_10 weather%2:30:00:: weather%1:19:00::
hom_2129_14 red%5:00:01:chromatic:00 loss%1:21:00::
hom_2133_10 weight%1:07:01:: burden%2:35:00::
hom_2135_12 settle%2:30:02:: settle%2:30:02::
hom_2136_19 spy%2:32:01:: denounce%2:32:01::
hom_2138_13 check_mark%1:10:00:: check%2:31:01::
hom_2139_11 trailer%1:06:00:: preview%1:10:01::
hom_2140_17 dirty%2:35:00:: dirty%5:00:00:nasty:00
hom_2141_10 accounting%1:10:00:: report%2:32:00::
hom_2142_7 gear%2:30:00:: gear%2:30:00::
hom_2143_1 home%4:02:01:: family%1:14:02::
hom_2144_8 load%2:35:02:: load%2:30:12::
hom_2147_4 wire%2:35:01:: pumped-up%5:00:00:tense:03
hom_2150_1 pick%2:35:02:: woof%1:06:00::
hom_2152_11 trickle%2:38:00:: drivel%2:29:00::
hom_2155_10 class%1:14:01:: course%1:04:01::
hom_2157_6 visualize%2:36:00:: understand%2:31:01::
hom_2158_11 degree%1:07:01:: degree%1:23:03::
hom_2159_19 pick%2:31:00:: choice%1:04:00::
hom_2160_13 beat%2:35:10:: rhythm%1:10:01::
hom_2161_10 separate%2:38:00:: contribution%1:04:02::
hom_2163_14 underground%4:02:00:: metro%1:06:00::
hom_2165_11 shove_off%2:38:00:: gust%1:19:00::
hom_2166_9 cement%1:27:03:: cementum%1:08:00::
hom_2169_14 fast%2:34:01:: fast%1:04:00::
hom_2170_11 rock%2:38:06:: rock%2:38:00::
hom_2173_12 goal%1:04:00:: finish%1:15:00::
hom_2175_11 wavelength%1:09:00:: wavelength%1:09:00::
hom_2176_10 brace%2:35:01:: brace%1:06:03::
hom_2177_4 period%1:10:00:: item%1:10:00::
hom_2179_10 sleep_together%2:35:00:: cheat%2:33:00::
hom_2180_12 goal%1:04:00:: finish%1:15:00::
hom_2181_18 watch%2:39:05:: catch%2:35:00::
hom_2183_10 grapevine%1:10:00:: grapevine%1:10:00::
hom_2185_13 shady%5:00:00:concealed:00 fishy%5:00:00:questionable:00
hom_2186_16 folderol%1:10:00:: rubbish%1:27:00::
hom_2187_4 tone%1:10:00:: footprint%1:10:00::
hom_2192_11 cushion%1:06:00:: cushion%2:35:00::
hom_2200_9 carnival%1:04:01:: bonny%5:00:00:beautiful:00
hom_2202_11 open_fire%2:33:00:: fire%2:30:02::
hom_2204_8 poultice%2:29:00:: besotted%5:00:00:intoxicated:00
hom_2208_10 stick%2:32:00:: pin%1:08:00::
hom_2209_3 buoyant%5:00:00:cheerful:00 buoyant%5:00:00:light:01
hom_2210_12 takeoff%1:11:00:: takeoff%1:11:00::
hom_2212_22 well%1:06:01:: well%2:38:00::
hom_2214_4 spring%2:32:00:: form%2:42:02::
hom_2216_6 turn%2:40:13:: sour%2:30:01::
hom_2217_15 guess%2:32:00:: venture%2:41:00::
hom_2220_3 feel%2:39:00:: palpate%2:35:00::
hom_2222_4 stroke%1:04:00:: shot%1:06:00::
hom_2227_9 hooklike%5:00:00:curved:00 addict%2:34:00::
hom_2228_19 bank%1:17:01:: deposit%2:40:00::
hom_2229_5 recognition%1:10:00:: accredit%2:31:00::
hom_2231_12 position%1:09:00:: situation%1:26:01::
hom_2233_6 fall%2:30:09:: hang%2:35:02::
hom_2235_13 bounce%2:38:00:: bounce%2:38:00::
hom_2236_3 tone%1:10:00:: measure%1:04:01::
hom_2237_11 instrumental%3:01:00:: implemental%5:00:00:helpful:00
hom_2238_9 legend%1:10:01:: caption%1:10:00::
hom_2239_9 senior_high_school%1:14:00:: high%4:02:03::
hom_2240_20 chew%2:34:00:: chew%1:04:00::
hom_2241_12 time%2:31:01:: meter%1:07:00::
hom_2242_8 degree%1:07:01:: degree%1:23:03::
hom_2244_9 pine_away%2:30:00:: barren%1:15:00::
hom_2245_10 battery%1:04:00:: barrage%1:04:00::
hom_2248_8 play%2:36:05:: play%2:36:01::
hom_2249_13 bright%5:00:00:auspicious:00 bright%5:00:00:polished:00
hom_2250_8 feeble%5:00:02:weak:00 crippled%5:00:00:unfit:01
