het_1_14 allege%2:32:00:: alleged%5:00:00:declared:00
het_1734_14 veal%1:13:00:: deal%2:41:09::
het_1735_9 appropriately%4:02:00:: appropriate%2:40:00::
het_1740_14 mechanically%4:02:01:: mechanical%3:00:00::
het_1742_7 canon%1:10:00:: canon%1:10:01::
het_1744_11 raped%5:00:00:destroyed:00 rasp%2:32:00::
het_1746_4 fault%1:04:00:: fault%2:32:00::
het_1749_9 incisor%1:08:00:: incision%1:04:00::
het_1750_10 recuse%2:31:00:: recluse%1:18:00::
het_1751_6 sheepish%5:00:00:docile:00 sheepishly%4:02:00::
het_1752_12 presently%4:02:00:: present%2:40:00::
het_1755_13 aloud%4:02:01:: cloud%1:19:01::
het_1756_8 peril%1:26:00:: peril%1:26:01::
het_1762_8 altitude%1:07:00:: aptitude%1:09:00::
het_1765_8 galium%1:20:00:: valium%1:06:00::
het_1766_13 bluntly%4:02:00:: bounty%1:21:00::
het_1768_7 chyme%1:27:00:: thyme%1:20:00::
het_1769_8 relatively%4:02:00:: relative%1:18:00::
het_1771_12 sigh%1:11:00:: sigh%1:10:00::
het_1772_1 haughtily%4:02:00:: naughtily%4:02:00::
het_1773_17 mores%1:09:00:: sore%1:26:00::
het_1774_16 queue%1:14:00:: fugue%1:10:00::
het_1778_15 ordure%1:27:00:: order%1:04:00::
het_1779_6 anagrams%1:04:00:: anagram%1:10:00::
het_1780_14 whine%2:38:00:: whine%2:39:00::
