het_1_14	allege%2:32:00::	alleged%5:00:00:declared:00
het_1679_19	lichen%1:20:00::	lichee%1:13:00::
het_1683_6	serpentine%5:00:00:curved:00	turpentine%1:27:00::
het_1685_22	doc%1:14:00::	do%2:41:01::
het_1686_7	knead%2:35:00::	snead%1:18:00::
het_1687_21	brine%1:13:00::	bring%2:38:00::
het_1690_8	eon%1:18:00::	son%1:18:00::
het_1691_9	dam%1:06:00::	day%1:28:00::
het_1694_8	yearning%1:12:00::	learning%1:09:00::
het_1697_23	band%1:14:01::	hand%1:08:00::
het_1698_9	surplice%1:06:00::	surpliced%5:00:00:clothed:00
het_1699_10	waist%1:08:00::	wait%2:42:00::
het_1700_7	hertz%1:18:00::	here%4:02:00::
het_1702_21	throne%1:06:00::	throng%1:14:00::
het_1703_15	kilter%1:26:00::	filter%2:35:00::
het_1704_13	gratingly%4:02:00::	grating%1:06:00::
het_1707_12	inca%1:14:00::	inch%1:23:00::
het_1708_18	pizza%1:13:00::	piazza%1:15:00::
het_1709_7	wife%1:18:00::	life%1:26:01::
het_1710_8	yolk%1:05:00::	folk%1:14:00::
het_1711_14	husky%1:05:00::	dusky%5:00:00:brunet:00
het_1714_6	drawl%1:10:00::	crawl%2:38:00::
het_1718_15	kilt%1:06:00::	kill%2:35:00::
het_1719_11	loyally%4:02:00::	loyalty%1:07:00::
het_1721_13	principal%1:21:01::	principle%1:09:03::
het_1722_8	sense%1:09:05::	tense%1:10:00::
het_1723_12	boa%1:05:00::	boy%1:18:00::
het_1726_14	data%1:14:00::	date%1:28:00::
het_1728_5	lymph%1:08:00::	nymph%1:05:00::
het_1729_6	gravely%4:02:00::	gravel%1:27:00::
het_1730_12	aweigh%5:00:00:free:00	weigh%2:42:01::
het_1731_9	swallow%2:34:00::	shallow%3:00:01::
het_1732_8	peasant%1:18:00::	pleasant%3:00:00::
het_1734_14	veal%1:13:00::	real%3:00:00::
het_1735_9	appropriately%4:02:00::	appropriate%3:00:00::
het_1736_16	pear%1:13:00::	year%1:28:01::
het_1738_11	buoy%1:10:00::	boy%1:18:00::
het_1740_14	mechanically%4:02:00::	mechanical%3:00:00::
het_1742_7	canon%1:10:00::	cannon%1:06:00::
het_1744_11	rasp%1:10:00::	grasp%2:35:00::
het_1746_4	fault%1:04:00::	vault%1:06:01::
het_1749_9	incisor%1:08:00::	incise%2:35:00::
het_1750_10	recluse%1:18:00::	recuse%2:31:00::
het_1751_6	sheepishly%4:02:00::	sheepish%5:00:00:ashamed:00
het_1752_12	presently%4:02:01::	present%3:00:01::
het_1755_13	aloud%4:02:00::	loud%3:00:00::
het_1756_8	peril%1:26:00::	peri%1:18:00::
het_1761_5	hoe%1:06:00::	hope%2:37:01::
het_1762_8	altitude%1:07:00::	attitude%1:09:00::
het_1763_7	sunday%1:28:00::	sunray%1:19:00::
het_1765_8	valium%1:06:00::	galium%1:20:00::
het_1766_13	bluntly%4:02:00::	blindly%4:02:00::
het_1767_18	colonel%1:18:00::	colored%3:00:00::
het_1768_7	thyme%1:13:00::	theme%1:10:00::
het_1769_8	relatively%4:02:00::	relative%3:00:00::
het_1771_12	sigh%2:29:00::	high%3:00:02::
het_1772_1	naughtily%4:02:00::	haughtily%4:02:00::
het_1773_17	sore%1:26:00::	more%4:02:00::
het_1774_16	queue%1:08:00::	quite%4:02:02::
het_1778_15	ordure%1:27:00::	order%2:32:01::
het_1779_6	anagram%1:10:00::	anagrams%1:04:00::
het_1780_14	whine%2:32:01::	white%3:00:01::
